time,source,target,relationship
2024-11-14 11:00:00+00:00,-5410237908615476880,ID5*74pSNFANkmVXPNG01h8Z6w6bYPZJ7flwFciMM7fPnavY-k8eo-q66jmieMbIq920,Household-User
2024-11-14 11:00:00+00:00,-3971519525074745271,ID5*wkqd0CrZ5t3bnE5Ov4MdisqnFPLquEY5nhFrdeuo1uzYp2EJsqpeVOynCcQLFlrA,Household-User
2024-11-14 08:00:00+00:00,5747037790020149891,ID5*2jWUzmGMvtYtgxyInjapTmmjs3yHCW-DIOzh1qRs3cfYVJJEcWTGhiQy4FlD7r1B,Household-User
2024-11-14 08:00:00+00:00,5747037790020149891,ID5*ymTCX3Hd6Ec90koZjmf_33ny5e2XWDkSML23R7Q9i1bX_28IWIrVSiH58eIiZhQP,Household-User
2024-11-14 08:00:00+00:00,5747037790020149891,ID5*JTvlsJ6Cz6jSjW32YTjYMJatwgJ4Bx793-KQqFtirLnYp_w6zDoXZaDUWMQOXu95,Household-User
2024-11-14 08:00:00+00:00,5747037790020149891,ID5*8jdQHkmOegYFgdhYtjRtnkGhd6yvC6tTCO4lBoxuGRfYVNQWHyGfisceeQIwaNOS,Household-User
2024-11-15 04:00:00+00:00,1650804059272276905,ID5*CmKJlZ_4E6yFxFMrT3hIly2z2ej8G-Zob4Z-y5xz6mjYVGaXRK1ob_vP5z33XI7r,Household-User
2024-11-15 04:00:00+00:00,1650804059272276905,ID5*BLApLZEqsxSLFvOTQaroLyNheVDyyUbQYVTec5KhStDXUgjrN7QrnwUuHcI8bLK6,Household-User
2024-11-15 04:00:00+00:00,1650804059272276905,ID5*-PfRK21tSxJ3UQuVve0QKd8mgVYOjr7WnRMmdW7mstbYp3S_5Lv1jW2zeNwGCHn6,Household-User
2024-11-13 10:00:00+00:00,6912207267307324050,ID5*6i4kiAQMGlsuqK02qK9Oipt0wrqGkmOfW4zUhlkTxRPY-lSqVmiXFtjaxZrKr9lX,Household-User
2024-11-14 11:00:00+00:00,-4522936884365713529,ID5*H6bGkG8mLUzB2x4_X8qEyM_aGQkTRwa-2tghkPBLFR7Y-lrHq5wNcEn82j-HnHCk,Household-User
2024-11-14 10:00:00+00:00,-1326892312502154259,ID5*rpeqoT8BU1t0oWR1pYqbrblYyCjw1RlHasxoxs-cOVPYpwkhhDx0U5R4RuxCDMMH,Household-User
2024-11-14 10:00:00+00:00,-1326892312502154259,ID5*pf-mfzRpX4V_yWirruKXc7IwxPb7vRWZYaRkGMT0NY3TUNhVQor7DLLWIct6ADOR,Household-User
2024-11-15 05:00:00+00:00,7145940833082834104,ID5*qPNCRkS-Q7Di6sYemt8F0C4KO_1AtbdIEvMZYFn58EfXqELN14WgI-u5QLsPu-hT,Household-User
2024-11-15 05:00:00+00:00,7145940833082834104,ID5*YTfqNo1668ArLm5uUxutoOfOk42JcR842zexEJA9WDfY-uge6CaGS1Ha7bfENPkJ,Household-User
2024-11-15 05:00:00+00:00,3827180195228281244,ID5*Fq14LdAzpd0OG6VNCidbTQk3gWDjTfqB3rLNGCYA7JLYVFabHRB2RXFr_qDFHH6-,Household-User
2024-11-15 05:00:00+00:00,3827180195228281244,ID5*FbqIddMkVYUNDFUVCTCrFQogcTjgWgrZ3aU9QCUXHMrXqNUcadM9zirzfGpStryu,Household-User
2024-11-15 05:00:00+00:00,-6607669934710326241,ID5*69JgfZA6bnRT3-udjqJOFCGFR1CBXHL_ha24icy6_q3YVHcSPft1Th4lNePVUmQg,Household-User
2024-11-15 04:00:00+00:00,-7800714812850746573,ID5*vQEGtjtoRhoiF4jO3QG9N2yWiD8rlLB0GM05h97iTmPYpy6prD7dShQT6o013kAO,Household-User
2024-11-15 04:00:00+00:00,-3225098415053229313,ID5*PJgtgQyG1k-yh6gvWAkLMksQropRMMAsd7QhFrF5YjjY-ivuarSoELH7XSS2-zoB,Household-User
2024-11-15 04:00:00+00:00,-3225098415053229313,ID5*lXqGKKVkfeYbZQOG8eugm-LyBSP40muF3laKvxibyZHWp7g-tj7godCsjC9XTCsq,Household-User
2024-11-13 09:00:00+00:00,4298443065811342420,ID5*Qq8bRoDx85_PIM_QJecABMhIaNSgcQOC0W3DYk4OjrrHRx_n_WFvNxRmolzK5DFt,Household-User
2024-11-14 11:00:00+00:00,731276659182408628,ID5*U7MeVk3117YkxZHUDWMnmclArNTroSismPVDVNaxydPYVNIBb0eBZVIp8TAYC7rM,Household-User
2024-11-14 11:00:00+00:00,731276659182408628,ID5*hTCq1BMzpqCOViYWxdFA6N1JYCYHNA1r5h67ZFYEOa3VUTjqwBVg5PYbJIkaz-Ir,Household-User
2024-11-14 11:00:00+00:00,-3873840904972315277,ID5*S3nX8XWxecosZgn6C8do6KQpsUrcF1HSKy1XQoUXtGjYp3-utSqlPSNmCV786S25,Household-User
2024-11-13 09:00:00+00:00,1169727325443848309,ID5*VCj6iwg7D09zJTe-aJAaCC7o0TyT0bpIiTq-hpwL7fnXUmVcE4Ck7feFMFMbEwF7,Household-User
2024-11-15 07:00:00+00:00,7987994084350344897,ID5*ZDCVuxbM4Dq-9kYmO4pMKHL4_wlJ5VNUXbRw_znkgOfIQJbssZF3C0EyaT2as70B,Household-User
2024-11-15 07:00:00+00:00,7987994084350344897,ID5*a40xRxlxRMaxS-LaNDfo1H1FW_VGWPeoUgnUAzZZJBvY-lT0L2wLOBigjishX_3c,Household-User
2024-11-15 04:00:00+00:00,6586609815355086162,ID5*u_mb_QWLHnlDP0SJxXQeIk8YfB-LQlgPLAzeBVUIGSrY-t8WkIOdiryO9mkj4YbR,Household-User
2024-11-15 04:00:00+00:00,6586609815355086162,ID5*x5pAvnnoxTo_XJ_KuRfFYTN7p1z3IYNMUG8FRilrwmnYp75UioNpOLDfjUwBxbQ_,Household-User
2024-11-15 04:00:00+00:00,6586609815355086162,ID5*KTDxjZdCdAnR9i75V710Ut3RFm8ZizJ_vsW0dcfBc1rYp1bCuSW6jQ8qGIPgkmab,Household-User
2024-11-15 04:00:00+00:00,6586609815355086162,ID5*lfttViuJ6NJtPbIi63boiWEairSlQK6kAg4ornsK74HX_90CEkRi80z_nfnZX_Dr,Household-User
2024-11-13 09:00:00+00:00,6432515864358873408,ID5*AXUHYi1vl1krmoQHRUGPjhn-DrCJbtdqvdSC77QPS0rX_8NC_G5BCexkXbCmjnAN,Household-User
2024-11-14 08:00:00+00:00,8677786112881257827,ID5*MbnvZT4CHL6m1mZlVi3dMHuhJ0ypaPGdzIWIalpaz7XWU7LUqd7GFxsU5CmtiboQ,Household-User
2024-11-14 08:00:00+00:00,8677786112881257827,ID5*zjx5Y8GHirhZU_BjqahLNoQksUpW7WebMwAebKXfWbPYp9Ud6Xz2WK1b8GOQWK0m,Household-User
2024-11-15 04:00:00+00:00,-3237919499652810680,ID5*ZkSjY4zBaxsbYnJRK7rIt8UAlfpWIq12pJ-dF5i7v9LYVDbIzsbH3FJSaM4h4KUI,Household-User
2024-11-15 04:00:00+00:00,-3237919499652810680,ID5*_T3IHBe4AGSAGxkusMOjyF55_oXNW8YJP-b2aAPC1K3Y-gWz9K4_ZFl_BYQGUbVX,Household-User
2024-11-14 09:00:00+00:00,3733905380751584534,ID5*IfmtYMcINWMicC_7Mzm-ZxNe2jkCj_1YZv2nR8g0FCPYpzpSCm1HQYFPZCSXkObT,Household-User
2024-11-14 08:00:00+00:00,7591148369298052660,ID5*I7qOJqrEuqFeHAWFUiipEcxec5v38f37FlHEhTW-e3fYp7YHJwnXv76DtIiVNWcg,Household-User
2024-11-14 08:00:00+00:00,7591148369298052660,ID5*B3P5bY4Nzep61XLOduHeWuiXBNDTOIqwMpizzhF3DDzWp94oMocwEFQSehtbnOKE,Household-User
